gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	67.13	38.09	22.52	126.30	262.78	167.49	7.91	16.46	1.79	51.86	8.96	2.17	25.39	19.25	10.05	4.91	19.30	1.38	0.57	1.56	0.30	0.03	0.05	
0.00	40.90	19.83	13.33	76.25	167.79	88.64	8.62	10.01	1.95	25.62	7.48	1.49	20.36	9.78	5.97	6.89	8.80	3.58	0.38	1.17	0.24	0.04	0.03	
0.00	34.36	16.23	10.52	80.45	124.74	67.73	9.18	7.52	1.64	27.01	6.23	1.22	22.98	9.21	5.33	6.53	8.01	3.94	0.44	1.58	0.22	0.02	0.02	
0.00	53.63	25.34	14.22	115.92	209.12	101.76	10.85	11.65	1.78	39.75	6.75	1.34	27.53	13.13	8.09	6.51	12.52	3.64	0.55	1.78	0.25	0.03	0.03	
0.00	97.51	46.52	18.81	169.29	337.27	181.26	18.05	20.98	3.56	71.25	17.43	3.58	32.46	18.17	9.22	14.06	23.72	5.04	1.03	2.27	0.34	0.16	0.07	
0.00	74.05	38.54	18.16	97.78	254.41	161.52	12.87	13.91	2.35	38.31	16.61	3.75	31.05	13.73	8.34	7.36	17.03	5.10	0.65	1.76	0.33	0.08	0.06	
0.00	60.37	36.38	15.76	81.38	201.38	147.71	10.79	13.35	2.22	28.23	10.78	2.38	29.06	16.01	7.81	7.04	11.13	8.24	0.49	2.06	0.24	0.07	0.04	
0.00	105.27	62.02	22.03	153.44	358.89	196.33	14.75	26.26	3.26	53.59	24.58	6.08	49.18	22.55	11.11	10.42	24.03	10.80	0.95	2.76	0.52	0.12	0.08	
0.00	163.52	217.18	159.72	544.03	441.67	1515.43	28.46	77.21	5.94	63.82	33.20	5.23	57.35	86.43	14.83	10.44	23.86	8.75	1.03	2.99	0.41	0.05	0.07	
0.00	168.26	98.82	122.51	523.33	291.32	1237.71	42.01	29.65	11.79	65.88	14.40	6.04	53.35	46.35	15.49	11.46	18.58	10.32	1.27	3.55	0.64	0.02	0.05	
0.00	139.52	70.94	87.41	347.71	216.46	852.58	31.38	24.50	9.15	51.98	14.26	5.19	62.51	34.10	16.55	12.58	14.51	10.70	1.11	3.98	0.51	0.03	0.04	
0.00	208.97	224.17	180.37	702.76	334.42	1806.80	45.93	71.58	11.96	90.32	32.10	8.41	105.53	94.95	19.22	12.91	30.80	10.40	1.60	4.72	0.76	0.03	0.08	
0.00	126.80	93.63	50.32	261.80	191.27	423.25	13.64	28.64	4.62	80.93	22.49	8.12	64.89	43.46	14.75	11.80	24.37	11.02	1.70	5.36	0.50	0.02	0.10	
0.00	63.46	79.95	42.66	153.69	120.28	408.27	14.04	26.88	4.75	20.42	15.64	4.99	46.92	38.74	12.96	10.67	13.19	11.09	1.03	6.00	0.30	0.01	0.06	
0.00	85.58	64.98	44.94	169.39	137.88	403.63	12.75	23.45	4.71	44.32	14.14	4.83	43.58	33.66	12.38	9.62	15.71	11.07	1.11	6.44	0.34	0.01	0.06	
0.00	83.02	276.72	185.01	576.48	282.96	1740.59	25.03	92.15	4.73	29.75	42.32	7.28	35.97	117.48	20.84	8.82	19.81	11.09	1.53	6.65	0.41	0.01	0.09	
0.00	170.04	358.69	260.54	825.07	487.13	2599.27	44.65	130.71	12.03	74.29	64.92	16.10	38.82	145.05	21.72	8.65	16.12	11.05	1.53	6.43	0.66	0.01	0.06	
0.00	122.61	230.77	175.07	560.24	357.49	1801.10	33.76	85.31	11.83	24.58	46.46	12.63	38.32	96.78	15.37	8.76	13.67	10.98	0.94	6.52	0.60	0.01	0.05	
0.00	171.65	336.12	250.87	770.60	437.03	2568.59	45.12	115.15	13.21	52.13	53.18	10.45	46.79	140.41	19.11	9.94	14.94	10.62	1.27	6.98	0.54	0.01	0.05	
0.00	197.96	273.28	240.67	748.27	518.41	2468.53	51.90	101.60	14.20	55.44	46.39	13.67	59.47	118.15	21.85	10.95	18.25	10.01	1.54	7.13	0.78	0.01	0.07	
0.00	134.51	127.73	111.34	381.01	334.33	1142.32	25.88	48.24	8.68	68.14	31.98	12.09	34.25	56.78	15.77	11.83	16.18	9.32	1.42	7.02	0.51	0.01	0.06	
0.00	86.82	122.65	100.43	284.16	296.49	961.44	17.39	46.00	9.17	37.88	22.44	9.04	26.85	60.96	13.94	13.18	12.37	8.85	1.00	6.87	0.37	0.01	0.05	
0.00	127.95	156.42	107.32	317.25	376.51	1075.47	18.59	51.82	9.22	68.94	35.24	10.56	35.68	60.66	12.13	13.63	13.36	8.89	1.34	6.68	0.42	0.01	0.05	
0.00	115.78	93.77	76.43	209.56	308.63	702.99	18.17	32.78	8.37	51.99	17.19	7.56	36.93	39.61	11.25	13.75	17.27	8.98	1.28	6.43	0.37	0.01	0.07	
0.00	71.73	82.62	62.42	193.03	262.31	601.59	16.07	26.57	8.89	41.81	17.46	8.17	29.34	36.44	11.64	13.54	13.25	8.83	0.86	5.92	0.34	0.00	0.05	
0.00	54.22	23.77	27.09	99.63	127.04	185.56	10.01	10.88	8.37	28.05	8.40	5.70	25.97	13.52	10.31	13.50	11.80	8.68	0.52	5.29	0.27	0.00	0.04	
0.00	47.89	65.16	45.75	132.05	166.76	425.14	10.07	22.94	8.17	30.98	12.46	6.07	24.44	29.67	9.47	13.08	12.68	8.89	0.60	4.66	0.27	0.00	0.04	
0.00	41.73	23.99	16.87	70.88	120.25	79.65	10.21	7.25	7.45	20.92	8.32	5.04	26.75	15.01	9.27	11.93	8.52	9.56	0.31	4.09	0.22	0.00	0.03	
0.00	43.21	21.18	17.78	81.92	125.18	82.38	11.55	6.51	6.72	28.38	9.91	6.40	24.50	14.98	7.27	11.12	11.09	10.31	0.34	3.56	0.23	0.01	0.03	
0.00	31.64	20.00	12.34	62.39	117.62	54.42	11.56	7.43	5.68	15.97	5.50	2.95	23.44	15.51	7.06	9.70	5.99	10.94	0.32	3.19	0.16	0.01	0.02	
0.00	38.23	27.41	11.74	76.71	137.16	52.83	10.05	6.53	4.74	21.06	8.25	4.29	22.15	18.46	8.84	8.27	8.48	11.15	0.26	2.98	0.17	0.01	0.03	
0.00	36.39	24.90	12.48	80.47	128.54	53.16	9.81	7.24	3.89	16.05	6.18	3.28	23.88	18.74	8.04	6.83	6.23	11.24	0.28	2.85	0.18	0.02	0.02	
0.00	32.49	22.69	9.34	75.78	126.87	67.23	9.71	5.54	2.96	11.97	5.17	2.18	22.00	20.36	7.62	5.92	4.44	11.49	0.28	2.77	0.18	0.02	0.02	
0.00	33.57	29.69	11.70	106.91	121.85	79.09	12.60	8.92	2.78	8.89	4.16	1.91	28.88	25.57	9.13	6.28	3.28	11.62	0.26	2.60	0.13	0.08	0.01	
0.00	31.83	31.20	12.11	83.45	126.75	90.39	10.84	8.05	2.97	8.41	5.13	1.79	30.61	25.84	9.50	7.67	2.71	11.34	0.31	2.45	0.13	0.06	0.02	
0.00	31.62	43.97	14.25	91.90	120.60	101.76	10.89	14.84	3.72	7.53	5.78	1.84	27.93	36.60	10.58	5.79	2.65	10.54	0.30	2.23	0.14	0.05	0.01	
0.00	34.33	44.17	13.87	124.37	165.95	104.92	13.78	11.97	2.96	11.44	4.77	1.40	32.58	39.65	13.50	7.70	3.51	9.04	0.30	1.85	0.17	0.13	0.01	
0.00	41.02	52.87	12.97	104.27	195.45	122.90	9.79	13.47	3.46	9.95	4.28	1.15	38.83	44.76	12.60	6.38	4.08	8.16	0.32	1.99	0.22	0.02	0.01	
0.00	51.45	91.47	20.57	123.96	149.50	186.56	14.49	11.18	3.70	7.58	5.16	1.34	58.41	79.75	20.57	7.88	3.33	7.73	0.28	2.93	0.19	0.05	0.01	
0.00	48.53	72.84	17.99	105.53	148.67	156.70	11.18	10.29	3.44	6.75	4.94	1.16	51.93	63.63	18.74	6.92	3.26	5.99	0.32	2.66	0.18	0.02	0.01	
0.00	38.82	62.81	19.90	122.07	150.39	205.18	17.16	11.79	2.57	7.76	6.51	1.20	41.42	54.62	16.00	6.86	3.57	3.66	0.33	1.42	0.21	0.04	0.01	
0.00	47.95	81.56	57.73	113.65	202.75	529.44	15.59	19.53	2.39	9.34	12.56	1.60	34.83	48.94	11.69	3.52	3.78	0.94	0.45	0.39	0.26	0.02	0.01	
0.00	54.31	112.39	77.97	134.87	245.45	675.98	18.20	27.44	3.18	10.53	18.36	2.21	32.32	58.30	12.77	3.30	4.12	0.44	0.65	0.36	0.29	0.02	0.02	
0.00	66.59	135.71	106.59	168.16	309.97	969.53	22.97	38.25	4.20	14.13	24.53	2.86	25.22	58.74	8.01	3.11	4.39	0.45	0.82	0.37	0.40	0.02	0.03	
0.00	67.77	182.98	133.60	190.76	377.06	1172.69	22.67	52.80	4.67	10.18	34.23	4.08	26.26	77.40	11.34	2.74	3.69	0.65	1.00	0.36	0.43	0.02	0.04	
0.00	67.33	128.71	107.12	202.80	309.67	978.01	24.06	36.91	3.98	13.67	24.59	3.39	24.99	55.06	8.50	2.91	4.14	0.57	0.77	0.38	0.53	0.02	0.03	
0.00	89.63	211.73	151.19	236.59	461.69	1350.00	26.93	59.85	4.69	11.24	40.77	5.03	27.87	91.95	9.89	2.61	3.54	0.52	0.73	0.38	0.57	0.02	0.03	
0.00	53.98	131.45	88.22	128.55	248.25	798.75	14.95	37.00	2.24	8.31	27.12	3.19	25.21	56.71	8.03	2.15	2.86	0.42	0.56	0.30	0.39	0.01	0.03	
0.00	70.99	125.79	100.43	198.96	333.89	906.41	22.27	34.87	3.66	11.35	26.14	3.57	25.16	55.19	10.35	3.37	3.37	0.38	0.82	0.39	0.53	0.01	0.03	
0.00	77.05	142.02	117.66	242.24	408.74	1110.10	27.14	42.15	4.37	12.28	31.58	4.59	23.37	59.20	9.06	3.70	3.49	0.27	1.25	0.41	0.82	0.01	0.04	
0.00	92.08	174.23	123.01	206.63	398.39	1075.99	21.18	48.35	3.04	10.88	37.05	4.58	30.54	77.41	11.41	2.78	4.87	0.25	1.95	0.30	1.29	0.01	0.04	
0.00	90.06	173.40	129.89	244.12	412.59	1147.05	31.93	50.29	4.04	17.94	34.18	5.04	23.38	76.10	10.25	6.96	8.04	0.23	3.32	0.36	2.17	0.02	0.04	
0.00	98.50	156.52	130.70	282.47	461.59	1157.19	30.96	47.23	5.81	25.44	32.63	4.96	28.55	71.08	11.54	7.41	9.95	0.33	4.47	0.47	2.61	0.02	0.06	
0.00	77.86	123.61	104.23	214.21	375.52	922.69	22.14	36.39	4.64	22.25	25.92	4.26	32.78	59.30	12.64	5.34	11.69	0.29	5.86	0.43	2.44	0.01	0.18	
0.00	160.95	255.35	219.90	417.07	794.53	1908.27	40.68	77.94	7.57	29.10	47.36	7.06	35.76	115.46	13.78	5.27	14.99	0.31	5.58	0.66	3.03	0.02	0.21	
0.00	158.52	229.37	196.22	371.77	710.48	1697.36	43.01	73.18	7.13	27.31	45.42	6.06	44.44	105.14	15.00	11.16	12.00	0.49	8.78	0.52	3.67	0.02	0.18	
0.00	196.66	286.22	240.38	416.88	885.50	2045.78	41.25	90.32	7.00	26.26	52.48	7.78	52.37	125.03	15.72	6.82	14.41	0.51	12.00	0.57	4.08	0.02	0.20	
0.00	193.73	274.72	212.01	342.38	758.99	1763.41	30.72	83.40	5.01	28.61	55.55	9.97	62.78	123.49	18.29	5.76	13.68	0.50	9.92	0.38	4.58	0.02	0.11	
0.00	219.48	297.27	246.24	419.72	979.99	2091.66	29.89	94.55	5.71	37.63	55.52	8.57	52.78	131.66	15.20	4.98	9.60	0.50	9.81	0.55	5.13	0.01	0.06	
0.00	262.11	366.16	308.75	554.07	1189.72	2634.54	41.73	114.51	7.22	33.45	62.24	9.87	71.12	164.98	19.99	4.88	14.30	0.54	11.07	0.72	5.51	0.01	0.03	
0.00	334.15	409.87	369.85	633.42	1451.41	3144.16	54.34	133.83	9.47	35.78	68.98	11.15	91.77	174.85	21.47	4.77	15.00	0.65	10.56	0.92	5.54	0.02	0.02	
0.00	277.99	322.47	297.53	601.23	1196.75	2595.06	56.82	102.16	10.48	42.86	50.27	9.88	86.68	146.85	19.31	5.98	11.84	0.46	10.15	0.90	5.70	0.02	0.01	
0.00	156.29	186.77	161.47	337.95	647.19	1394.62	29.50	57.48	5.23	23.32	27.79	9.93	68.10	90.17	18.36	3.22	9.94	0.48	10.17	0.47	5.84	0.02	0.01	
0.00	121.62	101.82	88.82	210.97	352.64	758.27	16.59	30.32	3.85	21.01	17.57	8.87	66.36	50.81	16.30	2.45	11.21	0.37	10.39	0.38	6.23	0.01	0.01	
0.00	101.75	88.63	79.64	223.48	260.21	671.40	14.68	27.10	3.42	18.16	16.58	8.67	60.72	45.16	12.63	2.53	9.71	0.34	10.58	0.32	6.59	0.01	0.01	
0.00	90.80	89.09	70.87	168.45	286.45	570.64	11.42	26.10	2.60	14.00	17.15	8.82	54.07	47.38	11.51	2.21	9.32	0.35	10.40	0.26	6.99	0.01	0.01	
0.00	66.39	79.34	68.02	169.96	261.77	581.61	12.00	25.36	2.39	12.20	16.96	8.24	39.03	38.92	12.67	2.59	9.09	0.35	9.74	0.28	7.33	0.01	0.01	
0.00	120.08	97.57	101.79	292.80	394.66	869.20	20.99	34.72	4.82	20.70	16.92	8.51	44.80	45.53	13.92	3.55	9.96	0.35	9.05	0.45	7.47	0.01	0.01	
0.00	221.94	190.43	190.21	489.31	711.44	1649.72	37.77	65.88	7.98	32.00	30.50	8.95	67.66	83.01	13.88	4.83	11.78	0.39	8.59	0.73	7.42	0.01	0.01	
0.00	285.97	280.38	249.51	703.79	843.48	2217.85	50.90	94.48	8.04	45.94	44.32	10.04	90.99	119.90	13.48	5.08	15.70	0.77	8.54	0.66	6.94	0.03	0.02	
0.00	340.35	324.71	301.07	816.22	1072.36	2635.49	54.10	108.20	10.58	51.64	53.64	11.94	103.57	140.93	14.54	7.54	15.99	0.61	8.71	0.85	6.72	0.03	0.02	
